G40-G47,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Age 11-60 All,0.001020717,0.005159242,0.000579291,0.000916261,-0.000338971,0.000575654,0.001328375,0.004612834
Age 11-60 Female,0.004928757,0.006427376,0.001431055,0.001139275,-0.000273771,0.000719318,0.004725076,0.005699121
Age 11-60 Male,-0.005741415,0.008357466,-0.000915902,0.001489228,-0.000443364,0.000927746,-0.004903177,0.007584992
Age 60+All,-0.007317384,0.008297455,-0.000623151,0.001469304,-0.001100459,0.000929499,-0.003379416,0.007403399
Age 60+ Female,-0.01743701,0.01093924,-0.002754289,0.001945846,-0.001369591,0.001218526,-0.000238132,0.009789141
Age 60+ Male,0.005508272,0.012445289,0.002033822,0.002190541,-0.000759043,0.001405071,-0.007454488,0.011071166
All: LAG 12,0.003820716,0.004387777,0.000498446,0.000779745,0.000409141,0.000489364,0.000734441,0.003922831
Female,0.004285561,0.005425706,0.000289144,0.000965269,0.000717369,0.000605007,0.002987988,0.004829798
Male,0.003069043,0.006890427,0.000827496,0.001222351,-8.21E-05,0.0007686,-0.002893021,0.006200343
Warm All,0.000661257,0.004226597,-3.37E-05,0.000930603,0.000130867,0.000404307,0.00134226,0.004705605
Warm Female,0.001512415,0.005190638,-0.0003589,0.001143832,0.000420192,0.000497024,0.004464974,0.005736929
Warm Male,-0.000711726,0.006552938,0.000459549,0.001440973,-0.000319691,0.000625746,-0.003964676,0.00738002
Cold All,0.01030062,0.00462642,0.001144362,0.000683605,0.001454535,0.000700597,-0.000547151,0.003403828
Cold Female,0.011066499,0.005775573,0.001040864,0.000853647,0.002058167,0.000872222,0.0011983,0.004234474
Cold Male,0.00905655,0.007362445,0.001303701,0.001087022,0.000485183,0.00111936,-0.003247651,0.005439862
Age 0-10 All,-0.00033048,0.021203044,-0.000527873,0.003717635,0.000519113,0.002403974,0.004942774,0.019421541
Age 0-10 Female,-0.001936674,0.028271295,-0.001189031,0.004949407,0.00082588,0.003206688,0.01736018,0.02529029
Age 0-10 Male,0.003011113,0.027135156,0.000283197,0.004765644,0.000478146,0.003079521,-0.002538022,0.025397125
Age 11-60 All,0.004111831,0.005140565,0.000495823,0.000914694,0.000474418,0.000572667,-0.003026789,0.004602139
Age 11-60 Female,0.008727628,0.006393328,0.00096422,0.001137866,0.001092683,0.000714103,0.001981282,0.005692316
Age 11-60 Male,-0.004045905,0.008355437,-0.000334407,0.001486385,-0.000600281,0.000926605,-0.012036274,0.007553705
Age 60+All,0.003424171,0.008260781,0.000636069,0.00146554,0.000188782,0.000922139,0.010005623,0.007332523
Age 60+ Female,-0.008454591,0.010906384,-0.001589279,0.001941604,-0.000405404,0.001208181,0.004552184,0.009700829
Age 60+ Male,0.01850985,0.01238979,0.003448085,0.002188596,0.000941598,0.001396955,0.01677312,0.0109723
All: LAG 13,-0.000126399,0.004378752,0.00010122,0.000772527,-0.000134248,0.000492141,-0.004144626,0.003900432
Female,0.004434437,0.005410038,0.000269925,0.000956315,0.000774449,0.000607818,-0.004611401,0.004815792
Male,-0.007272678,0.006889266,-0.000154233,0.001212096,-0.001567103,0.000774457,-0.003407632,0.006144433
Warm All,1.65E-05,0.004247612,0.000589626,0.00092418,-0.000295989,0.000409984,-0.002209222,0.004707681
Warm Female,0.010390886,0.005198028,0.002174923,0.001130959,0.000742528,0.000502153,0.006784316,0.005747509
Warm Male,-0.016435941,0.006607911,-0.001931356,0.001438826,-0.001934941,0.00063699,-0.016567928,0.007358329
Cold All,0.001873774,0.004590336,0.00021644,0.000677816,0.000251039,0.000690811,-0.005540431,0.003378208
Cold Female,-0.001162657,0.005737899,-0.00053177,0.000848456,0.000880463,0.000862714,-0.011409259,0.004216042
Cold Male,0.006526272,0.007291743,0.001366796,0.001074275,-0.000745384,0.001098737,0.003552349,0.005375525
Age 0-10 All,0.01350567,0.02091036,0.001650103,0.003627803,0.001533359,0.002376267,0.01401961,0.01865846
Age 0-10 Female,0.04474503,0.02761565,0.006838103,0.004819914,0.003658405,0.003131996,-0.005371539,0.025028262
Age 0-10 Male,-0.01093418,0.02708427,-0.002096349,0.004677646,-0.000402823,0.003085487,0.03527024,0.02383495
Age 11-60 All,4.82E-05,0.005124663,-1.20E-05,0.000904113,2.13E-05,0.000575683,-0.007262659,0.004567437
Age 11-60 Female,0.005643632,0.006375354,0.000212089,0.001126057,0.001122971,0.000716649,-0.007354776,0.005678959
Age 11-60 Male,-0.009741431,0.008338673,-0.000397895,0.001468656,-0.001901446,0.000934956,-0.007097883,0.00744272
Age 60+All,-0.002680578,0.008264964,0.000155965,0.001461796,-0.000796937,0.000928741,0.001767269,0.007350089
Age 60+ Female,-0.003718475,0.010901322,-0.000280932,0.00193449,-0.000616506,0.001220955,0.004013708,0.009658032
Age 60+ Male,-0.001287113,0.01242246,0.000739146,0.002187826,-0.001048501,0.001402166,-0.001082003,0.011102112
All: LAG 14,-0.004282483,0.004376262,-0.00059123,0.00077165,-0.00042259,0.000494369,-0.002337431,0.003886158
Female,6.72E-05,0.005407099,-0.000152117,0.00095499,0.000176258,0.000611629,0.002340574,0.004787181
Male,-0.011149136,0.006883253,-0.001280761,0.001210593,-0.001359752,0.000775953,-0.009819208,0.006140325
Warm All,-0.005233236,0.004236138,-0.00099367,0.000912647,-0.000431236,0.000412961,0.000609269,0.004689781
Warm Female,0.003273264,0.005203741,0.000647928,0.001120475,0.000255287,0.000507738,0.009401327,0.00571295
Warm Male,-0.018613548,0.006585212,-0.003577926,0.00142014,-0.001506912,0.000641129,-0.013695671,0.007386478
Cold All,-0.002885534,0.004575392,-7.21E-05,0.000679079,-0.001038768,0.000683349,-0.003904727,0.003356908
Cold Female,-0.002874526,0.005700986,-0.000251251,0.000848595,-0.000583291,0.000853523,-0.001582693,0.004182135
Cold Male,-0.002960738,0.007307326,0.000192784,0.001079583,-0.001738244,0.001087677,-0.007653724,0.005363659
Age 0-10 All,-0.009437604,0.020943829,0.000335049,0.003651434,-0.002637941,0.00236276,-0.002998359,0.018847536
Age 0-10 Female,0.000891153,0.028051607,-0.000656291,0.004929156,0.000892041,0.003157196,0.006386897,0.025457309
Age 0-10 Male,-0.01817908,0.02676502,0.001165008,0.004630906,-0.005672383,0.003027607,-0.009294592,0.023928871
Age 11-60 All,-0.004255687,0.005124502,-0.000354312,0.000904146,-0.000657259,0.000578459,0.000200434,0.004548957
Age 11-60 Female,0.000753852,0.00637588,0.000267113,0.001124719,-8.39E-05,0.000721974,0.004996098,0.005637396
Age 11-60 Male,-0.01292774,0.008326422,-0.001437536,0.001469509,-0.001627197,0.000935005,-0.008346463,0.007440793
Age 60+All,-0.003772825,0.008245385,-0.001382257,0.001453835,0.000514388,0.000933133,-0.009063979,0.00731669
Age 60+ Female,-0.002058309,0.010841915,-0.00136882,0.001923076,0.000881665,0.001222967,-0.006100908,0.009605421
Age 60+ Male,-0.006070465,0.012440549,-0.001407629,0.002176727,2.22E-05,0.001414292,-0.01279773,0.01105746
