Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Cold All,-0.007774988,0.005872059,-0.06023753,0.04099647,0.002225599,0.000733878,0.000277776,0.000641344
Cold Female,-0.012030224,0.006545489,-0.10135296,0.04563985,0.002999696,0.000813814,-0.000285496,0.000716392
Cold Male,-0.003639584,0.005838886,-0.01986111,0.04081542,0.001456271,0.000733714,0.000824158,0.000636258
Age 0-10 All,0.013207863,0.006443173,0.03507177,0.05264364,0.001153997,0.000786975,0.00245615,0.00077271
Age 0-10 Female,0.01131311,0.008100158,-0.003582398,0.065526335,0.000975977,0.000983487,0.002285747,0.000971273
Age 0-10 Male,0.01445866,0.007073235,0.06227854,0.05817834,0.001284458,0.000867405,0.002565751,0.000848732
Age 11-60 All,0.004700496,0.005308817,-0.00952992,0.0451231,0.001741543,0.000640191,0.001047947,0.000649664
Age 11-60 Female,0.004132481,0.006152276,-0.002617601,0.05214129,0.002051811,0.000740581,0.000692672,0.000754131
Age 11-60 Male,0.005293861,0.005861979,-0.01724819,0.04997992,0.001397515,0.000708678,0.001427817,0.000716065
Age 60+All,0.002531328,0.005821295,-0.00906967,0.04944586,0.002144014,0.000700528,5.62E-05,0.000714466
Age 60+ Female,-0.004533468,0.00733209,-0.07690563,0.06196915,0.002321326,0.000879426,-0.000770795,0.000900884
Age 60+ Male,0.010242705,0.006957447,0.06666353,0.05942784,0.001951499,0.000841697,0.000955891,0.000852872
All: LAG 8,0.01004503,0.004673454,0.004521681,0.039317291,0.001535409,0.000564719,0.001432174,0.000569021
Female,0.008965204,0.005368131,-0.006259519,0.045010909,0.001300998,0.000647131,0.001378048,0.000653753
Male,0.011075984,0.004843378,0.01506275,0.04087304,0.001764864,0.000586698,0.001483064,0.000589641
Warm All,0.02210445,0.003021777,0.1646135,0.03496646,0.00200263,0.00035712,0.002556228,0.000422251
Warm Female,0.02273947,0.003812329,0.1862847,0.04410387,0.001778834,0.000449058,0.00228176,0.000534651
Warm Male,0.0214805,0.003614806,0.144067612,0.041709631,0.002217604,0.000427711,0.002810216,0.000502395
Cold All,-0.001902952,0.005833089,-0.05796012,0.04074334,0.001384963,0.000732562,0.000637601,0.000639204
Cold Female,-0.00428348,0.00650246,-0.08060497,0.04534067,0.00125124,0.000814905,0.00069884,0.000712433
Cold Male,0.00042582,0.005801809,-0.03554964,0.04059745,0.001519146,0.000730292,0.000575932,0.00063596
Age 0-10 All,0.020498625,0.006410198,0.04373222,0.05241737,0.000935911,0.000784308,0.002895045,0.000769134
Age 0-10 Female,0.022351105,0.008062568,0.04914152,0.0653709,-0.000427002,0.000980665,0.003124025,0.000965927
Age 0-10 Male,0.019229645,0.007038902,0.04000974,0.05785432,0.001890931,0.000863797,0.002735646,0.000845708
Age 11-60 All,0.007537815,0.005291824,-0.002605541,0.044984978,0.001700868,0.000637765,0.001183176,0.000647134
Age 11-60 Female,0.006620592,0.006135278,-0.001119859,0.05196002,0.001651578,0.000739154,0.00118297,0.000750144
Age 11-60 Male,0.00852763,0.005849374,-0.00440201,0.04992321,0.001756088,0.000705597,0.00118141,0.000715527
Age 60+All,0.003933945,0.005810604,-0.02739222,0.04937554,0.001842671,0.000697181,0.000297871,0.000712664
Age 60+ Female,0.002442728,0.007321871,-0.06998751,0.06191715,0.002030987,0.000877427,0.000237353,0.000897261
Age 60+ Male,0.005575933,0.006950148,0.02060232,0.05937746,0.001634421,0.000835873,0.000365161,0.000853269
All: LAG 9,0.012850838,0.004670999,-0.005404739,0.039213679,0.001775049,0.000563417,0.001121369,0.000570761
Female,0.015432324,0.005365571,-0.007609511,0.044899207,0.001715499,0.000646335,0.001466757,0.000655243
Male,0.010345168,0.004846836,-0.003251451,0.04079903,0.00183323,0.000585398,0.000785898,0.000592446
Warm All,0.02210668,0.003051809,0.1416926,0.03566391,0.002415014,0.000360071,0.002173368,0.000425627
Warm Female,0.02637693,0.003843471,0.1908191,0.0448797,0.002461398,0.000453084,0.002661441,0.000536997
Warm Male,0.01806017,0.003651713,0.09528573,0.04254625,0.002371659,0.000430957,0.001713877,0.000507087
Cold All,0.003846246,0.005806616,-0.05786348,0.04040317,0.001336641,0.000726941,0.000451613,0.000641651
Cold Female,0.005538151,0.006472683,-0.07750962,0.04499217,0.001289545,0.000808953,0.000714707,0.000714952
Cold Male,0.002159627,0.005780058,-0.0385087,0.04025679,0.001384994,0.000724855,0.00019009,0.000638972
Age 0-10 All,0.02594169,0.006407722,0.02029802,0.0525722,0.00169965,0.000783087,0.002790123,0.000773155
Age 0-10 Female,0.030427834,0.008061941,0.001263424,0.065672059,0.001493695,0.000980324,0.00320025,0.000969846
Age 0-10 Male,0.022900882,0.00704071,0.03383737,0.05797502,0.001839568,0.000862486,0.002512834,0.000851057
Age 11-60 All,0.012685277,0.005290085,0.008172191,0.044846257,0.001933721,0.00063638,0.000974338,0.000649105
Age 11-60 Female,0.016822766,0.006138965,0.02998414,0.05181953,0.001691945,0.000739596,0.001557617,0.000752694
Age 11-60 Male,0.008191431,0.005848651,-0.01591455,0.04978733,0.002196698,0.000702595,0.000338986,0.000717972
Age 60+All,-0.001536185,0.005823267,-0.06581011,0.04914525,0.001506322,0.000697732,-0.000479675,0.000714885
Age 60+ Female,-0.000655962,0.00732939,-0.09693494,0.06162436,0.001938551,0.000876678,-0.000264846,0.000898969
Age 60+ Male,-0.002536776,0.006982751,-0.0312222,0.0591832,0.001024001,0.000838604,-0.000723737,0.000858162
All: LAG 10,0.010505887,0.004700439,-0.03594872,0.03971911,0.001744619,0.000567274,0.000551984,0.000574186
Female,0.011124678,0.005391467,-0.02589195,0.04534036,0.001649056,0.000649134,0.000535039,0.000658659
Male,0.009890363,0.004881616,-0.04577623,0.04143104,0.001837904,0.000590593,0.000566706,0.000596106
Warm All,0.01715212,0.003095406,0.103280495,0.036232129,0.002533119,0.00036296,0.001489183,0.000430501
Warm Female,0.02035208,0.003878356,0.151294669,0.045305901,0.002594047,0.000454665,0.001915651,0.000540354
Warm Male,0.014099993,0.003706587,0.05771752,0.04336237,0.002474922,0.000435673,0.001085964,0.00051365
Cold All,0.002671162,0.005812599,-0.08635686,0.04084425,0.001126642,0.000729531,-7.04E-05,0.000642862
Cold Female,0.001310537,0.006478475,-0.08927393,0.04540227,0.000953718,0.000810275,-0.000335239,0.000716969
Cold Male,0.004007121,0.005788135,-0.08343108,0.0407845,0.001298874,0.000728994,0.000189557,0.000639695
Age 0-10 All,0.024804889,0.006448509,-0.009709086,0.053409915,0.001506943,0.000789098,0.002496925,0.000777668
Age 0-10 Female,0.028182358,0.008078056,-0.005758769,0.066363596,0.001478677,0.000983377,0.002801851,0.000970867
Age 0-10 Male,0.022474262,0.007099087,-0.01238769,0.05906065,0.001523627,0.000871025,0.002288447,0.000857807
Age 11-60 All,0.011611876,0.005321089,-0.02879962,0.0453801,0.002297586,0.000639861,0.00046436,0.000652715
Age 11-60 Female,0.01404043,0.006181194,0.009741491,0.052409338,0.002177189,0.000742646,0.000685974,0.000758204
Age 11-60 Male,0.008992533,0.005875241,-0.07131388,0.05039481,0.002430572,0.000707643,0.000223238,0.000720424
Age 60+All,-0.008207758,0.005845475,-0.0825651,0.04962185,0.000764519,0.00070201,-0.001513798,0.000717489
Age 60+ Female,-0.010342875,0.007360847,-0.12187318,0.06216969,0.000613429,0.000884005,-0.001841234,0.000903952
Age 60+ Male,-0.005919928,0.007008553,-0.03846058,0.05982881,0.00093417,0.000841542,-0.001159793,0.000860005
All: LAG 11,0.008510333,0.004715461,-0.04974817,0.04018617,0.001059631,0.00056734,0.000498285,0.000574105
Female,0.007209923,0.005415156,-0.06018085,0.04597104,0.001225671,0.000649722,0.000409329,0.000659744
Male,0.009747155,0.004889606,-0.03950935,0.04182401,0.000897256,0.000589886,0.000583554,0.000594847
Warm All,0.01603635,0.003104,0.07424865,0.03672916,0.002215254,0.000360106,0.001395163,0.000432094
Warm Female,0.01650799,0.003900281,0.10779742,0.04607698,0.0019017,0.000452542,0.00147548,0.000543614
Warm Male,0.01556644,0.003696819,0.04268284,0.04370936,0.002511152,0.000429269,0.001318179,0.000513175
Cold All,-0.0007021,0.0058418,-0.09750965,0.04126131,1.13E-05,0.000734625,-0.000121116,0.000641085
Cold Female,-0.003467172,0.006509459,-0.12280588,0.045918949,0.000818542,0.00081525,-0.00033071,0.000715821
Cold Male,0.00201686,0.005820607,-0.07248629,0.04117053,-0.000795632,0.000734739,8.45E-05,0.000637494
Age 0-10 All,0.020845424,0.006473696,-0.02200911,0.05409481,0.001204988,0.000790688,0.002095434,0.000776683
Age 0-10 Female,0.016345879,0.008132857,-0.05434646,0.06735288,0.001143625,0.000987521,0.001870954,0.000976183
Age 0-10 Male,0.023884011,0.00710501,0.000807462,0.059697721,0.001243512,0.000870887,0.002248553,0.000851996
Age 11-60 All,0.007775722,0.005344165,-0.0525846,0.04595118,0.001208749,0.000639288,0.000433471,0.000653772
Age 11-60 Female,0.008076016,0.006212064,-0.04109416,0.05322699,0.001423056,0.000742428,0.000650102,0.000759173
Age 11-60 Male,0.007436361,0.005898372,-0.06518452,0.05089914,0.000974175,0.000706276,0.000197495,0.000722215
Age 60+All,-0.004000193,0.0058526,-0.07685879,0.05009704,0.00054853,0.00070216,-0.001233053,0.000716349
Age 60+ Female,-0.002879807,0.007363587,-0.10680547,0.06268664,0.000847972,0.000882675,-0.001431231,0.000902068
Age 60+ Male,-0.005277842,0.007026005,-0.04325698,0.06051836,0.000223743,0.00084369,-0.0010125,0.000859435
All: LAG 12,0.01354744,0.004704209,-0.008234887,0.040327422,0.000477429,0.000567701,0.000752126,0.000572531
Female,0.01167269,0.00541196,-0.02962258,0.04619981,0.000627462,0.000650712,0.00060649,0.000658991
Male,0.015337325,0.004869218,0.01254934,0.04189605,0.000331962,0.00058952,0.000891569,0.000592175
Warm All,0.02051286,0.00311283,0.130000044,0.036862149,0.002058653,0.000359571,0.001597463,0.000433663
Warm Female,0.01905656,0.003913929,0.140835409,0.046188446,0.002029862,0.000450509,0.001544739,0.000545171
Warm Male,0.02186513,0.003703017,0.119463507,0.043866344,0.002087778,0.000428916,0.001643117,0.000514545
Cold All,0.003553864,0.005796661,-0.0618873,0.0413203,-0.001160743,0.000734367,0.000136502,0.000636109
Cold Female,0.001196086,0.006474505,-0.09443423,0.04608311,-0.000651515,0.000817171,-0.000102897,0.000712008
Cold Male,0.005877306,0.005764144,-0.02979439,0.04114838,-0.001668702,0.000732952,0.000373266,0.000631217
Age 0-10 All,0.019114705,0.006463072,-0.009987473,0.054375082,2.19E-05,0.000792231,0.001754064,0.000774624
