G00-G99,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Cold Male,-0.004110811,0.005652551,-0.0007387,0.0010043,-0.000234935,0.000628218,-0.010348735,0.008024742
Age 0-10 All,0.01697977,0.01902684,0.004781207,0.003333779,-0.000910918,0.002166781,0.01371601,0.01700279
Age 0-10 Female,0.000162087,0.025428406,0.00266373,0.004521326,-0.002737241,0.002888825,0.03427613,0.02301873
Age 0-10 Male,0.0323084,0.02503056,0.00664424,0.004328737,0.000723468,0.00285898,-0.003183627,0.022114767
Age 11-60 All,-0.002830293,0.004281614,-0.000112904,0.000756351,-0.00056452,0.000479516,-0.000593999,0.003756869
Age 11-60 Female,0.000942368,0.005435287,0.000647571,0.000957752,-0.000446058,0.00061061,0.002642055,0.004744784
Age 11-60 Male,-0.008926576,0.006723148,-0.001360788,0.001192363,-0.000749058,0.000749467,-0.006016925,0.00594794
Age 60+All,-0.007300503,0.006323237,-0.000993433,0.001114411,-0.000726607,0.000711723,-0.004660392,0.005532155
Age 60+ Female,-0.011567737,0.008301864,-0.002145998,0.001464966,-0.000570791,0.000933368,-0.00358983,0.00728523
Age 60+ Male,-0.001376858,0.009396345,0.000581738,0.001652884,-0.000927049,0.001059204,-0.005904493,0.008189439
All: LAG 12,-0.000146752,0.003690769,-0.000259577,0.000653493,0.000225341,0.000412174,-0.002281924,0.003230522
Female,0.002090101,0.004617778,-0.000120013,0.000817851,0.000608834,0.000515984,-4.70252E-05,0.004028748
Male,-0.003492048,0.005500491,-0.000465049,0.000973703,-0.000349411,0.000613705,-0.005664534,0.004838672
Warm All,-0.005442906,0.004048341,-0.001497517,0.00071817,0.000213583,0.000452515,-0.002826836,0.0029636
Warm Female,6.75927E-05,0.004888636,-0.000840501,0.000869077,0.000850326,0.000545083,-0.000601692,0.003580068
Warm Male,-0.013869024,0.005783477,-0.002492925,0.001023608,-0.000769087,0.00064866,-0.006232334,0.004231929
Cold All,0.007076674,0.004022447,0.001427502,0.000709413,0.000223565,0.000447575,-0.000568227,0.005710798
Cold Female,0.004588606,0.004913905,0.000861031,0.000865073,0.000198386,0.000548401,0.001098941,0.006957065
Cold Male,0.010583426,0.005704192,0.002242868,0.001008809,0.000249908,0.000631741,-0.00303843,0.008126714
Age 0-10 All,0.007957414,0.019207338,0.001035999,0.003370261,0.000873473,0.002173728,0.009257401,0.017418068
Age 0-10 Female,0.009958294,0.026100745,0.000455211,0.00458438,0.001923549,0.00294565,0.02346249,0.02337159
Age 0-10 Male,0.007498341,0.024917796,0.001732955,0.004370239,5.75148E-05,0.002827458,-0.000454051,0.022867078
Age 11-60 All,-0.000515561,0.004281246,-0.000269352,0.000758414,0.00014478,0.000477711,-0.003708235,0.003758261
Age 11-60 Female,0.004816447,0.005431013,0.000305459,0.000961777,0.000828172,0.00060748,-0.000222001,0.004749879
Age 11-60 Male,-0.009265907,0.00672173,-0.001215984,0.001191777,-0.000961631,0.000747129,-0.009492834,0.005938914
Age 60+All,-0.000184983,0.006341828,-0.000372937,0.001122655,0.000333791,0.000708721,-0.000296268,0.005498057
Age 60+ Female,-0.004946569,0.008343988,-0.001168485,0.001479164,-5.76854E-06,0.000929619,-0.001208834,0.007226137
Age 60+ Male,0.006304015,0.009403483,0.000720968,0.0016617,0.000785756,0.001055147,0.001055737,0.008163006
All: LAG 13,-0.002781794,0.003675389,-0.000703281,0.000647139,5.23613E-05,0.000413866,-0.006024718,0.003191994
Female,0.002375745,0.004600743,-0.000224569,0.000810389,0.000793942,0.000518317,-0.007731501,0.003992752
Male,-0.010484589,0.005480964,-0.001417569,0.000964901,-0.001050679,0.000616411,-0.003457512,0.004768732
Warm All,-0.004293289,0.004023208,-0.001356082,0.000711584,0.000352409,0.000453064,-0.005766079,0.002919981
Warm Female,0.006128332,0.004856745,-0.000287576,0.000860597,0.001760245,0.000545811,-0.00631859,0.003539615
Warm Male,-0.020356725,0.005759459,-0.002994739,0.001017676,-0.001820599,0.000649652,-0.004925468,0.004161934
Cold All,-0.001868992,0.004011087,6.15672E-06,0.000702216,-0.00045596,0.000449434,-0.010665569,0.005657752
Cold Female,-0.00398724,0.00490626,-0.000281563,0.000857988,-0.000671351,0.000550724,-0.0174056,0.00691796
Cold Male,0.001124507,0.005686138,0.00041799,0.000997076,-0.000157407,0.000635447,-0.000962461,0.00802615
Age 0-10 All,0.000414644,0.019051384,0.000445569,0.003320636,-0.000362783,0.002154602,0.01027615,0.01694172
Age 0-10 Female,0.02828031,0.02556865,0.004787337,0.004488176,0.001849711,0.002880717,0.001464485,0.023164485
Age 0-10 Male,-0.02303915,0.02502849,-0.002947915,0.004335761,-0.002440319,0.002842068,0.0200178,0.02188929
Age 11-60 All,-0.002549027,0.004264216,-0.00069451,0.000750636,0.000101215,0.000480018,-0.008087069,0.003709768
Age 11-60 Female,0.000902928,0.005416279,-0.000690343,0.000953455,0.000923273,0.000610262,-0.011148466,0.004709822
Age 11-60 Male,-0.008176728,0.006698336,-0.000706013,0.001179303,-0.00122487,0.000752263,-0.003109573,0.005833915
Age 60+All,-0.003657554,0.00631674,-0.000849198,0.001113961,-1.52939E-05,0.000711433,-0.003073584,0.005454376
Age 60+ Female,0.003893571,0.008310636,0.000511241,0.001465813,0.000394753,0.000936369,-0.000385034,0.007154705
Age 60+ Male,-0.013528339,0.009373938,-0.002620387,0.001652738,-0.000555914,0.001055426,-0.00668132,0.008127423
All: LAG 14,-0.008268031,0.003657848,-0.001785091,0.00064269,-0.000144441,0.000415619,-0.005475835,0.003197787
Female,-0.003707591,0.00457685,-0.001494915,0.000804953,0.000666096,0.000520933,-0.002862287,0.003993389
Male,-0.015145438,0.005463071,-0.00222426,0.000959102,-0.001347244,0.000618076,-0.009457618,0.004788936
Warm All,-0.005455321,0.003994925,-0.001597939,0.000705018,0.000329233,0.000454332,-0.003772343,0.002922459
Warm Female,0.000323247,0.004813726,-0.001387305,0.000851197,0.001526557,0.000547586,-0.001335271,0.003531921
Warm Male,-0.014521748,0.005732723,-0.001941679,0.001009788,-0.001515304,0.000650456,-0.00756939,0.004176608
Cold All,-0.011918661,0.00401333,-0.00201634,0.000701154,-0.000754339,0.000453481,-0.015889098,0.005743184
Cold Female,-0.009266279,0.004912128,-0.001680137,0.00085778,-0.000467184,0.000556676,-0.013525931,0.007043556
Cold Male,-0.015701286,0.005685055,-0.002496568,0.000994017,-0.001157474,0.000638999,-0.019226147,0.008110415
Age 0-10 All,-0.005010015,0.019044626,-1.03794E-05,0.003325418,-0.001211308,0.002150212,-0.01005902,0.01704172
Age 0-10 Female,-0.005312441,0.025878499,-0.00155612,0.004571524,0.000285687,0.00290696,-0.0151533,0.02351533
Age 0-10 Male,-0.005038624,0.024780076,0.001195716,0.004281133,-0.002520779,0.002810307,-0.005749337,0.021887562
Age 11-60 All,-0.006958095,0.004252032,-0.001398872,0.000747333,-0.000226354,0.000482143,-0.003987135,0.003724179
Age 11-60 Female,-0.003093802,0.005392748,-0.001249641,0.000948236,0.000566354,0.000613399,-0.001205317,0.004720789
Age 11-60 Male,-0.013286422,0.006697441,-0.001650938,0.001176475,-0.001492413,0.000754832,-0.008578999,0.005869584
Age 60+All,-0.011527387,0.006265821,-0.002806571,0.001101438,0.00012567,0.000714584,-0.008199531,0.005442963
Age 60+ Female,-0.004980508,0.008243971,-0.002059923,0.001451104,0.000936026,0.000941042,-0.005683652,0.007118946
Age 60+ Male,-0.020125394,0.009300783,-0.003774788,0.001633219,-0.000939805,0.001058723,-0.011532059,0.008142341
