OrdO,Health,Lag,AP,BETA,SEBETA,PVALUE,Sign,SignP,,,,,,,,,,,,,,,,
1438,MenM10,12,EAQHIX,-0.0391547,0.02750515,0.15467435,0,0,,,,,,,,,,,,,,,,
1558,MenMF60,12,EAQHIX,-0.000346661,0.002301572,0.880285199,0,0,,,,,,,,,,,,,,,,
1678,MenF60,12,EAQHIX,-0.000651413,0.003200661,0.838737641,0,0,,,,,,,,,,,,,,,,
1798,MenM60,12,EAQHIX,-9.08324E-05,0.00304785,0.976226676,0,0,,,,,,,,,,,,,,,,
1918,MenMF61,12,EAQHIX,-0.00264525,0.005029548,0.598964127,0,0,,,,,,,,,,,,,,,,
2038,MenF61,12,EAQHIX,0.002381824,0.006722622,0.723136898,0,0,,,,,,,,,,,,,,,,
2158,MenM61,12,EAQHIX,-0.008780472,0.007359169,0.232903177,0,0,,,,,,,,,,,,,,,,
119,MenA,13,EAQHIX,-0.002414801,0.002133444,0.257767673,0,0,,,,,,,,,,,,,,,,
239,MenF,13,EAQHIX,-0.002897853,0.002913033,0.31991205,0,0,,,,,,,,,,,,,,,,
359,MenM,13,EAQHIX,-0.001969672,0.002875197,0.4933566,0,0,,,,,,,,,,,,,,,,
479,MenAW,13,EAQHIX,-0.000244705,0.001967396,0.901021713,0,0,,,,,,,,,,,,,,,,
599,MenFW,13,EAQHIX,-0.000929117,0.002687402,0.729567524,0,0,,,,,,,,,,,,,,,,
719,MenMW,13,EAQHIX,0.000394154,0.002741394,0.885684192,0,0,,,,,,,,,,,,,,,,
839,MenAC,13,EAQHIX,-0.003203051,0.00235554,0.173988148,0,0,,,,,,,,,,,,,,,,
959,MenFC,13,EAQHIX,-0.002465882,0.003209002,0.442289093,0,0,,,,,,,,,,,,,,,,
1079,MenMC,13,EAQHIX,-0.003892044,0.003086535,0.20740737,0,0,,,,,,,,,,,,,,,,
1199,MenMF10,13,EAQHIX,-0.05316027,0.0240389,0.02707491,-1,0,,,,,,,,,,,,,,,,
1319,MenF10,13,EAQHIX,-0.05497375,0.03159486,0.08195996,0,0,,,,,,,,,,,,,,,,
1439,MenM10,13,EAQHIX,-0.05327386,0.0280846,0.05792798,0,0,,,,,,,,,,,,,,,,
1559,MenMF60,13,EAQHIX,-0.000993482,0.002303816,0.666327162,0,0,,,,,,,,,,,,,,,,
1679,MenF60,13,EAQHIX,-0.001443333,0.003200985,0.652089263,0,0,,,,,,,,,,,,,,,,
1799,MenM60,13,EAQHIX,-0.000592188,0.003053791,0.846251356,0,0,,,,,,,,,,,,,,,,
1919,MenMF61,13,EAQHIX,-0.008913565,0.005023842,0.076113985,0,0,,,,,,,,,,,,,,,,
2039,MenF61,13,EAQHIX,-0.008887873,0.00673168,0.186825039,0,0,,,,,,,,,,,,,,,,
2159,MenM61,13,EAQHIX,-0.008889768,0.007336278,0.225693542,0,0,,,,,,,,,,,,,,,,
120,MenA,14,EAQHIX,-0.002771414,0.002126401,0.192551577,0,0,,,,,,,,,,,,,,,,
240,MenF,14,EAQHIX,-0.00402833,0.002906631,0.165868384,0,0,,,,,,,,,,,,,,,,
360,MenM,14,EAQHIX,-0.001617047,0.002862123,0.572124822,0,0,,,,,,,,,,,,,,,,
480,MenAW,14,EAQHIX,0.001355408,0.001963273,0.490002934,0,0,,,,,,,,,,,,,,,,
600,MenFW,14,EAQHIX,-0.001700727,0.00268101,0.525889682,0,0,,,,,,,,,,,,,,,,
720,MenMW,14,EAQHIX,0.00411396,0.002729941,0.131912607,0,0,,,,,,,,,,,,,,,,
840,MenAC,14,EAQHIX,-0.006250941,0.002342677,0.007661325,-1,0,,,,,,,,,,,,,,,,
960,MenFC,14,EAQHIX,-0.004136475,0.003202965,0.196637935,0,0,,,,,,,,,,,,,,,,
1080,MenMC,14,EAQHIX,-0.00820992,0.003064151,0.007413418,-1,0,,,,,,,,,,,,,,,,
1200,MenMF10,14,EAQHIX,-0.05359491,0.02401053,0.02567278,-1,0,,,,,,,,,,,,,,,,
1320,MenF10,14,EAQHIX,-0.05788204,0.03153686,0.06654013,0,0,,,,,,,,,,,,,,,,
1440,MenM10,14,EAQHIX,-0.05122828,0.02807158,0.06810446,0,0,,,,,,,,,,,,,,,,
1560,MenMF60,14,EAQHIX,-0.002698422,0.002296721,0.240119,0,0,,,,,,,,,,,,,,,,
1680,MenF60,14,EAQHIX,-0.003704565,0.003195126,0.24636007,0,0,,,,,,,,,,,,,,,,
1800,MenM60,14,EAQHIX,-0.001811299,0.003040668,0.551422506,0,0,,,,,,,,,,,,,,,,
1920,MenMF61,14,EAQHIX,-0.001241944,0.004997236,0.803742873,0,0,,,,,,,,,,,,,,,,
2040,MenF61,14,EAQHIX,-0.004235407,0.006680791,0.526145942,0,0,,,,,,,,,,,,,,,,
2160,MenM61,14,EAQHIX,0.002468419,0.00731082,0.735656742,0,0,,,,,,,,,,,,,,,,
76,MenA,0,ECO,0.06862324,0.02723419,0.01179102,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
196,MenF,0,ECO,0.05706994,0.03750662,0.12820647,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
316,MenM,0,ECO,0.07923643,0.03684484,0.03158506,1,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
436,MenAW,0,ECO,0.1892241,0.0340538,2.96988E-08,1,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
556,MenFW,0,ECO,0.1877403,0.04698995,6.6023E-05,1,1,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
676,MenMW,0,ECO,0.190859156,0.047297401,5.57764E-05,1,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
796,MenAC,0,ECO,0.01846342,0.02351378,0.43238318,0,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1
916,MenFC,0,ECO,0.002385889,0.032445692,0.94138499,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
1036,MenMC,0,ECO,0.03341414,0.03098594,0.28095035,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,0
1156,MenMF10,0,ECO,-0.2573103,0.2916013,0.3776228,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,MenF10,0,ECO,0.01408851,0.38842083,0.97106828,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,MenM10,0,ECO,-0.3982184,0.3384944,0.2395043,0,0,,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0
1516,MenMF60,0,ECO,0.07014577,0.02940737,0.01712101,1,1,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1636,MenF60,0,ECO,0.06211284,0.04108796,0.13070537,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1
1756,MenM60,0,ECO,0.07724603,0.03920891,0.04890918,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,MenMF61,0,ECO,0.07453093,0.06590705,0.25820117,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,MenF61,0,ECO,0.03191212,0.08901098,0.71997806,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,MenM61,0,ECO,0.12650252,0.09561915,0.18593313,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
77,MenA,1,ECO,0.06625353,0.02725502,0.01511566,1,1,,,,,,,,,,,,,,,,
197,MenF,1,ECO,0.02773062,0.03752498,0.45996528,0,0,,,,,,,,,,,,,,,,
317,MenM,1,ECO,0.1015565,0.0368261,0.0058526,1,1,,,,,,,,,,,,,,,,
437,MenAW,1,ECO,0.1487594,0.03401282,1.25998E-05,1,1,,,,,,,,,,,,,,,,
557,MenFW,1,ECO,0.1886162,0.0468151,5.72942E-05,1,1,,,,,,,,,,,,,,,,
677,MenMW,1,ECO,0.11269694,0.04735882,0.01738639,1,1,,,,,,,,,,,,,,,,
797,MenAC,1,ECO,0.03001074,0.02360558,0.2036976,0,0,,,,,,,,,,,,,,,,
917,MenFC,1,ECO,-0.04467804,0.03253595,0.16978701,0,0,,,,,,,,,,,,,,,,
1037,MenMC,1,ECO,0.098613986,0.030978196,0.001469501,1,1,,,,,,,,,,,,,,,,
1157,MenMF10,1,ECO,-0.4057719,0.2900692,0.1619435,0,0,,,,,,,,,,,,,,,,
1277,MenF10,1,ECO,0.367068,0.3863917,0.3421876,0,0,,,,,,,,,,,,,,,,
1397,MenM10,1,ECO,-0.8141227,0.3380369,0.0160781,-1,0,,,,,,,,,,,,,,,,
1517,MenMF60,1,ECO,0.07024946,0.02941144,0.01697314,1,1,,,,,,,,,,,,,,,,
1637,MenF60,1,ECO,0.03882058,0.04110599,0.34503375,0,0,,,,,,,,,,,,,,,,
1757,MenM60,1,ECO,0.09798102,0.03912912,0.01232645,1,1,,,,,,,,,,,,,,,,
1877,MenMF61,1,ECO,0.06390419,0.06606883,0.3334971,0,0,,,,,,,,,,,,,,,,
1997,MenF61,1,ECO,-0.04038823,0.08917255,0.65063469,0,0,,,,,,,,,,,,,,,,
2117,MenM61,1,ECO,0.19124522,0.09610533,0.0466788,1,1,,,,,,,,,,,,,,,,
78,MenA,2,ECO,0.04769976,0.02729,0.08057766,0,0,,,,,,,,,,,,,,,,
198,MenF,2,ECO,0.07621966,0.03735446,0.04138606,1,1,,,,,,,,,,,,,,,,
318,MenM,2,ECO,0.0213283,0.03686521,0.56293376,0,0,,,,,,,,,,,,,,,,
438,MenAW,2,ECO,0.126862252,0.033312108,0.000142491,1,1,,,,,,,,,,,,,,,,
558,MenFW,2,ECO,0.2206057,0.04581711,1.53919E-06,1,1,,,,,,,,,,,,,,,,
678,MenMW,2,ECO,0.04135264,0.04632526,0.37210559,0,0,,,,,,,,,,,,,,,,
798,MenAC,2,ECO,0.01090758,0.02392492,0.64848578,0,0,,,,,,,,,,,,,,,,
918,MenFC,2,ECO,0.005634549,0.032663328,0.863052101,0,0,,,,,,,,,,,,,,,,
1038,MenMC,2,ECO,0.0158822,0.03142877,0.61335431,0,0,,,,,,,,,,,,,,,,
1158,MenMF10,2,ECO,-0.2728942,0.2911929,0.3487454,0,0,,,,,,,,,,,,,,,,
1278,MenF10,2,ECO,0.3001159,0.3903334,0.4420254,0,0,,,,,,,,,,,,,,,,
1398,MenM10,2,ECO,-0.56176199,0.33736208,0.09597622,0,0,,,,,,,,,,,,,,,,
1518,MenMF60,2,ECO,0.04587171,0.02940987,0.11891812,0,0,,,,,,,,,,,,,,,,
1638,MenF60,2,ECO,0.09228111,0.04083606,0.0238993,1,1,,,,,,,,,,,,,,,,
1758,MenM60,2,ECO,0.004487907,0.039191036,0.908837663,0,0,,,,,,,,,,,,,,,,
1878,MenMF61,2,ECO,0.07341729,0.06568605,0.26377702,0,0,,,,,,,,,,,,,,,,
1998,MenF61,2,ECO,-0.01803348,0.08868473,0.83887903,0,0,,,,,,,,,,,,,,,,
2118,MenM61,2,ECO,0.18276348,0.0952692,0.05514827,0,0,,,,,,,,,,,,,,,,
79,MenA,3,ECO,0.04718332,0.0273032,0.08406004,0,0,,,,,,,,,,,,,,,,
199,MenF,3,ECO,0.05106273,0.0373015,0.17111833,0,0,,,,,,,,,,,,,,,,
319,MenM,3,ECO,0.04382261,0.03687383,0.2347432,0,0,,,,,,,,,,,,,,,,
439,MenAW,3,ECO,0.09817171,0.03372912,0.00363174,1,1,,,,,,,,,,,,,,,,
559,MenFW,3,ECO,0.134487465,0.046385735,0.003764469,1,1,,,,,,,,,,,,,,,,
679,MenMW,3,ECO,0.06557627,0.04672243,0.16055393,0,0,,,,,,,,,,,,,,,,
799,MenAC,3,ECO,0.02180958,0.02381776,0.3598991,0,0,,,,,,,,,,,,,,,,
919,MenFC,3,ECO,0.01119392,0.03252169,0.73071905,0,0,,,,,,,,,,,,,,,,
1039,MenMC,3,ECO,0.03199349,0.03122086,0.30555804,0,0,,,,,,,,,,,,,,,,
1159,MenMF10,3,ECO,0.0163451,0.2843555,0.9541654,0,0,,,,,,,,,,,,,,,,
1279,MenF10,3,ECO,-0.02870258,0.37337773,0.93872944,0,0,,,,,,,,,,,,,,,,
1399,MenM10,3,ECO,0.04277352,0.33220325,0.89755776,0,0,,,,,,,,,,,,,,,,
1519,MenMF60,3,ECO,0.0617966,0.02939577,0.03560942,1,1,,,,,,,,,,,,,,,,
1639,MenF60,3,ECO,0.08258262,0.04076489,0.0428633,1,1,,,,,,,,,,,,,,,,
1759,MenM60,3,ECO,0.04343506,0.03917303,0.26759772,0,0,,,,,,,,,,,,,,,,
1879,MenMF61,3,ECO,-0.04450532,0.06554043,0.49715323,0,0,,,,,,,,,,,,,,,,
1999,MenF61,3,ECO,-0.1181006,0.0884188,0.1817414,0,0,,,,,,,,,,,,,,,,
2119,MenM61,3,ECO,0.04517458,0.09499702,0.63443611,0,0,,,,,,,,,,,,,,,,
80,MenA,4,ECO,0.04908882,0.02732622,0.07252295,0,0,,,,,,,,,,,,,,,,
200,MenF,4,ECO,0.01304772,0.0373136,0.72660337,0,0,,,,,,,,,,,,,,,,
320,MenM,4,ECO,0.08239254,0.03686551,0.02548776,1,1,,,,,,,,,,,,,,,,
440,MenAW,4,ECO,0.127508101,0.033721072,0.000158819,1,1,,,,,,,,,,,,,,,,
560,MenFW,4,ECO,0.0818017,0.04624241,0.07699087,0,0,,,,,,,,,,,,,,,,
680,MenMW,4,ECO,0.168358255,0.046773702,0.000323646,1,1,,,,,,,,,,,,,,,,
800,MenAC,4,ECO,0.0104737,0.02380871,0.66003104,0,0,,,,,,,,,,,,,,,,
920,MenFC,4,ECO,-0.02159682,0.03250214,0.50643374,0,0,,,,,,,,,,,,,,,,
1040,MenMC,4,ECO,0.04055258,0.03122609,0.19414636,0,0,,,,,,,,,,,,,,,,
1160,MenMF10,4,ECO,0.1506189,0.2846724,0.5967749,0,0,,,,,,,,,,,,,,,,
1280,MenF10,4,ECO,-0.01973583,0.38884395,0.95952373,0,0,,,,,,,,,,,,,,,,
1400,MenM10,4,ECO,0.2497913,0.3252325,0.4425191,0,0,,,,,,,,,,,,,,,,
1520,MenMF60,4,ECO,0.06172151,0.02948886,0.03642182,1,1,,,,,,,,,,,,,,,,
1640,MenF60,4,ECO,0.04621734,0.04085154,0.25799105,0,0,,,,,,,,,,,,,,,,
1760,MenM60,4,ECO,0.07568179,0.03925189,0.05392823,0,0,,,,,,,,,,,,,,,,
1880,MenMF61,4,ECO,-0.03288631,0.06508614,0.61340068,0,0,,,,,,,,,,,,,,,,
2000,MenF61,4,ECO,-0.16160254,0.08808392,0.06664916,0,0,,,,,,,,,,,,,,,,
2120,MenM61,4,ECO,0.11848654,0.09388605,0.20702956,0,0,,,,,,,,,,,,,,,,
81,MenA,5,ECO,0.02754632,0.02739254,0.31467567,0,0,,,,,,,,,,,,,,,,
201,MenF,5,ECO,0.01049607,0.03738606,0.77892113,0,0,,,,,,,,,,,,,,,,
321,MenM,5,ECO,0.04322514,0.03694589,0.24210291,0,0,,,,,,,,,,,,,,,,
441,MenAW,5,ECO,0.08438602,0.03355626,0.01195875,1,1,,,,,,,,,,,,,,,,
561,MenFW,5,ECO,0.08617555,0.04587636,0.06041097,0,0,,,,,,,,,,,,,,,,
681,MenMW,5,ECO,0.08239741,0.04678762,0.07831567,0,0,,,,,,,,,,,,,,,,
801,MenAC,5,ECO,-0.000216583,0.023932785,0.992780095,0,0,,,,,,,,,,,,,,,,
921,MenFC,5,ECO,-0.02410675,0.03270923,0.46117428,0,0,,,,,,,,,,,,,,,,
1041,MenMC,5,ECO,0.02169767,0.03131864,0.48848185,0,0,,,,,,,,,,,,,,,,
1161,MenMF10,5,ECO,0.04972418,0.28085175,0.85948179,0,0,,,,,,,,,,,,,,,,
1281,MenF10,5,ECO,0.148064,0.3783007,0.6955328,0,0,,,,,,,,,,,,,,,,
1401,MenM10,5,ECO,-0.01064186,0.32377231,0.97378158,0,0,,,,,,,,,,,,,,,,
1521,MenMF60,5,ECO,0.02376768,0.02954622,0.42121077,0,0,,,,,,,,,,,,,,,,
1641,MenF60,5,ECO,0.02755181,0.04088952,0.50047901,0,0,,,,,,,,,,,,,,,,
1761,MenM60,5,ECO,0.02046873,0.03930429,0.60255803,0,0,,,,,,,,,,,,,,,,
1881,MenMF61,5,ECO,0.04891155,0.06549095,0.45521111,0,0,,,,,,,,,,,,,,,,
2001,MenF61,5,ECO,-0.08822628,0.08859921,0.31942525,0,0,,,,,,,,,,,,,,,,
2121,MenM61,5,ECO,0.20906067,0.09427743,0.02665694,1,1,,,,,,,,,,,,,,,,
82,MenA,6,ECO,0.01201582,0.02757669,0.66306581,0,0,,,,,,,,,,,,,,,,
202,MenF,6,ECO,0.02138171,0.03754863,0.56909618,0,0,,,,,,,,,,,,,,,,
322,MenM,6,ECO,0.003415366,0.037264434,0.926980014,0,0,,,,,,,,,,,,,,,,
442,MenAW,6,ECO,0.05695099,0.03356978,0.08988704,0,0,,,,,,,,,,,,,,,,
562,MenFW,6,ECO,0.09776812,0.04582415,0.03295368,1,1,,,,,,,,,,,,,,,,
682,MenMW,6,ECO,0.01966443,0.04685082,0.67471439,0,0,,,,,,,,,,,,,,,,
802,MenAC,6,ECO,-0.0110181,0.02413811,0.64808914,0,0,,,,,,,,,,,,,,,,
922,MenFC,6,ECO,-0.01612497,0.03284859,0.62353863,0,0,,,,,,,,,,,,,,,,
1042,MenMC,6,ECO,-0.00626892,0.03167938,0.84314617,0,0,,,,,,,,,,,,,,,,
1162,MenMF10,6,ECO,0.2336594,0.284091,0.4108631,0,0,,,,,,,,,,,,,,,,
1282,MenF10,6,ECO,0.1160634,0.378966,0.7594235,0,0,,,,,,,,,,,,,,,,
1402,MenM10,6,ECO,0.3045229,0.3301375,0.3563814,0,0,,,,,,,,,,,,,,,,
1522,MenMF60,6,ECO,0.01724643,0.02972021,0.56175688,0,0,,,,,,,,,,,,,,,,
1642,MenF60,6,ECO,0.03397257,0.04109215,0.40844409,0,0,,,,,,,,,,,,,,,,
1762,MenM60,6,ECO,0.002441305,0.039560535,0.95079704,0,0,,,,,,,,,,,,,,,,
1882,MenMF61,6,ECO,-0.03176356,0.0660532,0.63063499,0,0,,,,,,,,,,,,,,,,
2002,MenF61,6,ECO,-0.05131411,0.08878954,0.56335126,0,0,,,,,,,,,,,,,,,,
2122,MenM61,6,ECO,-0.009739619,0.095882491,0.919097297,0,0,,,,,,,,,,,,,,,,
83,MenA,7,ECO,0.02543145,0.02775809,0.35963922,0,0,,,,,,,,,,,,,,,,
203,MenF,7,ECO,0.03488865,0.0378372,0.35655853,0,0,,,,,,,,,,,,,,,,
323,MenM,7,ECO,0.0165878,0.03747554,0.65806258,0,0,,,,,,,,,,,,,,,,
443,MenAW,7,ECO,7.61836E-06,0.03394766,0.999821,0,0,,,,,,,,,,,,,,,,
563,MenFW,7,ECO,0.01239928,0.04639428,0.78928669,0,0,,,,,,,,,,,,,,,,
683,MenMW,7,ECO,-0.01062175,0.04738949,0.82266456,0,0,,,,,,,,,,,,,,,,
803,MenAC,7,ECO,0.03814159,0.0243069,0.1167055,0,0,,,,,,,,,,,,,,,,
923,MenFC,7,ECO,0.04348224,0.0331385,0.18956603,0,0,,,,,,,,,,,,,,,,
1043,MenMC,7,ECO,0.03298872,0.03177085,0.29919163,0,0,,,,,,,,,,,,,,,,
1163,MenMF10,7,ECO,-0.2484879,0.2877957,0.3879711,0,0,,,,,,,,,,,,,,,,
1283,MenF10,7,ECO,-0.4268286,0.3827321,0.2648401,0,0,,,,,,,,,,,,,,,,
1403,MenM10,7,ECO,-0.1567673,0.3345343,0.6393771,0,0,,,,,,,,,,,,,,,,
1523,MenMF60,7,ECO,0.02951872,0.02996375,0.32462424,0,0,,,,,,,,,,,,,,,,
1643,MenF60,7,ECO,0.06160355,0.04142936,0.13712322,0,0,,,,,,,,,,,,,,,,
1763,MenM60,7,ECO,0.000907698,0.039858588,0.981832775,0,0,,,,,,,,,,,,,,,,
1883,MenMF61,7,ECO,0.01345824,0.06619486,0.83890349,0,0,,,,,,,,,,,,,,,,
2003,MenF61,7,ECO,-0.09349925,0.08918669,0.29455276,0,0,,,,,,,,,,,,,,,,
2123,MenM61,7,ECO,0.14191947,0.09612446,0.13992897,0,0,,,,,,,,,,,,,,,,
84,MenA,8,ECO,-0.01467769,0.02799148,0.6000619,0,0,,,,,,,,,,,,,,,,
204,MenF,8,ECO,0.01068127,0.03819581,0.77976752,0,0,,,,,,,,,,,,,,,,
324,MenM,8,ECO,-0.03789318,0.03773276,0.31533171,0,0,,,,,,,,,,,,,,,,
444,MenAW,8,ECO,0.01150772,0.0342374,0.7368053,0,0,,,,,,,,,,,,,,,,
564,MenFW,8,ECO,0.01307482,0.04693258,0.78057919,0,0,,,,,,,,,,,,,,,,
684,MenMW,8,ECO,0.01056586,0.04764422,0.82450993,0,0,,,,,,,,,,,,,,,,
804,MenAC,8,ECO,-0.0244876,0.02451346,0.31789508,0,0,,,,,,,,,,,,,,,,
924,MenFC,8,ECO,0.01017016,0.03345521,0.76115231,0,0,,,,,,,,,,,,,,,,
1044,MenMC,8,ECO,-0.05667774,0.03200996,0.0767155,0,0,,,,,,,,,,,,,,,,
1164,MenMF10,8,ECO,-0.3415134,0.2935765,0.2447982,0,0,,,,,,,,,,,,,,,,
1284,MenF10,8,ECO,-0.4467937,0.3962964,0.2596463,0,0,,,,,,,,,,,,,,,,
1404,MenM10,8,ECO,-0.2835998,0.3381565,0.4017189,0,0,,,,,,,,,,,,,,,,
1524,MenMF60,8,ECO,-0.01413425,0.03016526,0.63941494,0,0,,,,,,,,,,,,,,,,
1644,MenF60,8,ECO,0.0183652,0.04181212,0.66052281,0,0,,,,,,,,,,,,,,,,
1764,MenM60,8,ECO,-0.04279806,0.04008051,0.28568834,0,0,,,,,,,,,,,,,,,,
1884,MenMF61,8,ECO,-0.003095207,0.067019913,0.963166893,0,0,,,,,,,,,,,,,,,,
2004,MenF61,8,ECO,-0.0179331,0.09029033,0.8425755,0,0,,,,,,,,,,,,,,,,
2124,MenM61,8,ECO,0.01568406,0.09718479,0.871801,0,0,,,,,,,,,,,,,,,,
85,MenA,9,ECO,-0.03270409,0.02797528,0.24247455,0,0,,,,,,,,,,,,,,,,
205,MenF,9,ECO,-0.04432071,0.03815792,0.2455203,0,0,,,,,,,,,,,,,,,,
325,MenM,9,ECO,-0.02201103,0.03764364,0.55877561,0,0,,,,,,,,,,,,,,,,
445,MenAW,9,ECO,0.01310552,0.03465559,0.70533285,0,0,,,,,,,,,,,,,,,,
565,MenFW,9,ECO,0.01289916,0.04738273,0.78545967,0,0,,,,,,,,,,,,,,,,
685,MenMW,9,ECO,0.01340167,0.04807588,0.78044598,0,0,,,,,,,,,,,,,,,,
805,MenAC,9,ECO,-0.05044146,0.02439444,0.03874244,-1,0,,,,,,,,,,,,,,,,
925,MenFC,9,ECO,-0.06498791,0.03331588,0.05118286,0,0,,,,,,,,,,,,,,,,
1045,MenMC,9,ECO,-0.03716447,0.03184627,0.2432969,0,0,,,,,,,,,,,,,,,,
1165,MenMF10,9,ECO,0.035234,0.291236,0.9037136,0,0,,,,,,,,,,,,,,,,
1285,MenF10,9,ECO,-0.4529426,0.3958585,0.252623,0,0,,,,,,,,,,,,,,,,
1405,MenM10,9,ECO,0.2824204,0.3351775,0.3995141,0,0,,,,,,,,,,,,,,,,
1525,MenMF60,9,ECO,-0.02860767,0.03016132,0.34295078,0,0,,,,,,,,,,,,,,,,
1645,MenF60,9,ECO,-0.02188314,0.04175868,0.60028754,0,0,,,,,,,,,,,,,,,,
1765,MenM60,9,ECO,-0.03443278,0.04001712,0.38960338,0,0,,,,,,,,,,,,,,,,
1885,MenMF61,9,ECO,-0.06190255,0.06699801,0.35558249,0,0,,,,,,,,,,,,,,,,
2005,MenF61,9,ECO,-0.15401621,0.09040095,0.08853182,0,0,,,,,,,,,,,,,,,,
2125,MenM61,9,ECO,0.04739145,0.09676343,0.6243322,0,0,,,,,,,,,,,,,,,,
86,MenA,10,ECO,0.003455151,0.02810868,0.902177104,0,0,,,,,,,,,,,,,,,,
206,MenF,10,ECO,-0.03144297,0.03824091,0.41100368,0,0,,,,,,,,,,,,,,,,
326,MenM,10,ECO,0.03564304,0.03788198,0.34682721,0,0,,,,,,,,,,,,,,,,
446,MenAW,10,ECO,-0.02724243,0.0352125,0.43918894,0,0,,,,,,,,,,,,,,,,
566,MenFW,10,ECO,-0.0411279,0.04810095,0.39259544,0,0,,,,,,,,,,,,,,,,
686,MenMW,10,ECO,-0.01462713,0.04892839,0.76499732,0,0,,,,,,,,,,,,,,,,
806,MenAC,10,ECO,0.02234664,0.024394,0.35969716,0,0,,,,,,,,,,,,,,,,
926,MenFC,10,ECO,-0.02237571,0.0332104,0.50051398,0,0,,,,,,,,,,,,,,,,
1046,MenMC,10,ECO,0.06389198,0.0318866,0.0451818,1,1,,,,,,,,,,,,,,,,
1166,MenMF10,10,ECO,0.216999,0.2851578,0.4467247,0,0,,,,,,,,,,,,,,,,
1286,MenF10,10,ECO,-0.66540337,0.38925504,0.08746653,0,0,,,,,,,,,,,,,,,,
1406,MenM10,10,ECO,0.66367393,0.32854089,0.04345797,1,1,,,,,,,,,,,,,,,,
1526,MenMF60,10,ECO,0.005812353,0.030310468,0.847941644,0,0,,,,,,,,,,,,,,,,
1646,MenF60,10,ECO,-0.02203699,0.04189794,0.59894585,0,0,,,,,,,,,,,,,,,,
1766,MenM60,10,ECO,0.03047186,0.04026232,0.44920428,0,0,,,,,,,,,,,,,,,,
1886,MenMF61,10,ECO,-0.02083346,0.06716831,0.75645291,0,0,,,,,,,,,,,,,,,,
2006,MenF61,10,ECO,-0.0601871,0.09024919,0.5048836,0,0,,,,,,,,,,,,,,,,
2126,MenM61,10,ECO,0.02733584,0.09759482,0.7794222,0,0,,,,,,,,,,,,,,,,
87,MenA,11,ECO,0.01016494,0.02835867,0.72003549,0,0,,,,,,,,,,,,,,,,
207,MenF,11,ECO,-0.02321569,0.03865058,0.54811096,0,0,,,,,,,,,,,,,,,,
327,MenM,11,ECO,0.04084995,0.03822783,0.28533242,0,0,,,,,,,,,,,,,,,,
447,MenAW,11,ECO,-0.005477788,0.035563831,0.877597991,0,0,,,,,,,,,,,,,,,,
567,MenFW,11,ECO,-0.0705206,0.04874393,0.14806088,0,0,,,,,,,,,,,,,,,,
687,MenMW,11,ECO,0.05285113,0.04940758,0.2848347,0,0,,,,,,,,,,,,,,,,
807,MenAC,11,ECO,0.02367453,0.02459124,0.33575812,0,0,,,,,,,,,,,,,,,,
927,MenFC,11,ECO,0.001304472,0.03348479,0.968926931,0,0,,,,,,,,,,,,,,,,
1047,MenMC,11,ECO,0.04485709,0.03212882,0.16275993,0,0,,,,,,,,,,,,,,,,
1167,MenMF10,11,ECO,0.02950164,0.29525186,0.92041375,0,0,,,,,,,,,,,,,,,,
1287,MenF10,11,ECO,-0.5975386,0.4104146,0.1455054,0,0,,,,,,,,,,,,,,,,
1407,MenM10,11,ECO,0.338732,0.3361653,0.3137041,0,0,,,,,,,,,,,,,,,,
1527,MenMF60,11,ECO,0.02066183,0.03060679,0.49967679,0,0,,,,,,,,,,,,,,,,
1647,MenF60,11,ECO,-0.01485531,0.04233366,0.7256784,0,0,,,,,,,,,,,,,,,,
1767,MenM60,11,ECO,0.0520361,0.04067481,0.20087509,0,0,,,,,,,,,,,,,,,,
1887,MenMF61,11,ECO,-0.05511386,0.06723599,0.41244242,0,0,,,,,,,,,,,,,,,,
2007,MenF61,11,ECO,-0.0518202,0.09057311,0.56726872,0,0,,,,,,,,,,,,,,,,
2127,MenM61,11,ECO,-0.0587136,0.09753971,0.54725204,0,0,,,,,,,,,,,,,,,,
88,MenA,12,ECO,-0.01049819,0.02846645,0.71230693,0,0,,,,,,,,,,,,,,,,
