OrdO,Health,Lag,AP,BETA,SEBETA,PVALUE,Sign,SignP,,,,,,,,,,,,,,,,
1975,MenF61,9,EO3H8,-0.001318845,0.000744914,0.076742056,0,0,,,,,,,,,,,,,,,,
2095,MenM61,9,EO3H8,0.000404863,0.000808364,0.616515801,0,0,,,,,,,,,,,,,,,,
56,MenA,10,EO3H8,-0.000203118,0.000239082,0.395623024,0,0,,,,,,,,,,,,,,,,
176,MenF,10,EO3H8,-0.000558551,0.000327318,0.088019366,0,0,,,,,,,,,,,,,,,,
296,MenM,10,EO3H8,0.000118349,0.000321272,0.712616313,0,0,,,,,,,,,,,,,,,,
416,MenAW,10,EO3H8,-0.000143425,0.000188856,0.447644613,0,0,,,,,,,,,,,,,,,,
536,MenFW,10,EO3H8,-0.000380797,0.000259039,0.141647099,0,0,,,,,,,,,,,,,,,,
656,MenMW,10,EO3H8,6.99551E-05,0.000262539,0.7899046,0,0,,,,,,,,,,,,,,,,
776,MenAC,10,EO3H8,-0.000450964,0.000359148,0.209331876,0,0,,,,,,,,,,,,,,,,
896,MenFC,10,EO3H8,-0.001214323,0.000489761,0.013209299,-1,0,,,,,,,,,,,,,,,,
1016,MenMC,10,EO3H8,0.00025244,0.000469335,0.590705832,0,0,,,,,,,,,,,,,,,,
1136,MenMF10,10,EO3H8,-0.000833097,0.002792416,0.765460325,0,0,,,,,,,,,,,,,,,,
1256,MenF10,10,EO3H8,0.001420377,0.003742013,0.70428502,0,0,,,,,,,,,,,,,,,,
1376,MenM10,10,EO3H8,-0.002084795,0.003224963,0.518029462,0,0,,,,,,,,,,,,,,,,
1496,MenMF60,10,EO3H8,-0.000226073,0.00025862,0.382100265,0,0,,,,,,,,,,,,,,,,
1616,MenF60,10,EO3H8,-0.000573934,0.000360481,0.111450929,0,0,,,,,,,,,,,,,,,,
1736,MenM60,10,EO3H8,7.32233E-05,0.000341723,0.8303448,0,0,,,,,,,,,,,,,,,,
1856,MenMF61,10,EO3H8,-4.28532E-05,0.00055676,0.93865296,0,0,,,,,,,,,,,,,,,,
1976,MenF61,10,EO3H8,-0.000524815,0.000747568,0.482710597,0,0,,,,,,,,,,,,,,,,
2096,MenM61,10,EO3H8,0.000543738,0.000810859,0.502541055,0,0,,,,,,,,,,,,,,,,
57,MenA,11,EO3H8,8.67165E-05,0.000239345,0.7171451,0,0,,,,,,,,,,,,,,,,
177,MenF,11,EO3H8,-0.000319695,0.000328175,0.330048473,0,0,,,,,,,,,,,,,,,,
297,MenM,11,EO3H8,0.000454546,0.000321294,0.15724163,0,0,,,,,,,,,,,,,,,,
417,MenAW,11,EO3H8,0.000433629,0.00018883,0.021715506,1,1,,,,,,,,,,,,,,,,
537,MenFW,11,EO3H8,-1.25963E-05,0.000259751,0.9613258,0,0,,,,,,,,,,,,,,,,
657,MenMW,11,EO3H8,0.000833414,0.00026232,0.001501392,1,1,,,,,,,,,,,,,,,,
777,MenAC,11,EO3H8,-0.001082229,0.000357278,0.002471933,-1,0,,,,,,,,,,,,,,,,
897,MenFC,11,EO3H8,-0.0011803,0.000487271,0.015477756,-1,0,,,,,,,,,,,,,,,,
1017,MenMC,11,EO3H8,-0.00098926,0.000466781,0.034137897,-1,0,,,,,,,,,,,,,,,,
1137,MenMF10,11,EO3H8,-0.00017064,0.002843139,0.952144925,0,0,,,,,,,,,,,,,,,,
1257,MenF10,11,EO3H8,0.002585223,0.003779783,0.494048226,0,0,,,,,,,,,,,,,,,,
1377,MenM10,11,EO3H8,-0.001600767,0.003295319,0.627162628,0,0,,,,,,,,,,,,,,,,
1497,MenMF60,11,EO3H8,9.01357E-06,0.000258775,0.972216,0,0,,,,,,,,,,,,,,,,
1617,MenF60,11,EO3H8,-0.000487757,0.000361062,0.176822562,0,0,,,,,,,,,,,,,,,,
1737,MenM60,11,EO3H8,0.000437863,0.000341686,0.200116548,0,0,,,,,,,,,,,,,,,,
1857,MenMF61,11,EO3H8,0.000559715,0.000558976,0.316745339,0,0,,,,,,,,,,,,,,,,
1977,MenF61,11,EO3H8,0.00046331,0.000750444,0.537025777,0,0,,,,,,,,,,,,,,,,
2097,MenM61,11,EO3H8,0.000671658,0.000814214,0.409479456,0,0,,,,,,,,,,,,,,,,
58,MenA,12,EO3H8,-0.000250028,0.000239307,0.296192322,0,0,,,,,,,,,,,,,,,,
178,MenF,12,EO3H8,-0.000316489,0.000327747,0.334290318,0,0,,,,,,,,,,,,,,,,
298,MenM,12,EO3H8,-0.000189612,0.000321568,0.555465956,0,0,,,,,,,,,,,,,,,,
418,MenAW,12,EO3H8,-0.000175775,0.00018907,0.352603185,0,0,,,,,,,,,,,,,,,,
538,MenFW,12,EO3H8,-0.000234844,0.000259149,0.364889853,0,0,,,,,,,,,,,,,,,,
658,MenMW,12,EO3H8,-0.000123174,0.00026314,0.639749321,0,0,,,,,,,,,,,,,,,,
778,MenAC,12,EO3H8,-0.000437275,0.000357418,0.22125538,0,0,,,,,,,,,,,,,,,,
898,MenFC,12,EO3H8,-0.000328587,0.000488238,0.500990439,0,0,,,,,,,,,,,,,,,,
1018,MenMC,12,EO3H8,-0.000534086,0.000466335,0.252175474,0,0,,,,,,,,,,,,,,,,
1138,MenMF10,12,EO3H8,0.002693246,0.002812503,0.338336209,0,0,,,,,,,,,,,,,,,,
1258,MenF10,12,EO3H8,0.009796622,0.003751593,0.009060278,1,1,,,,,,,,,,,,,,,,
1378,MenM10,12,EO3H8,-0.001010038,0.00326675,0.757198557,0,0,,,,,,,,,,,,,,,,
1498,MenMF60,12,EO3H8,-0.000220659,0.000258821,0.393966842,0,0,,,,,,,,,,,,,,,,
1618,MenF60,12,EO3H8,-0.000481749,0.00036094,0.182064656,0,0,,,,,,,,,,,,,,,,
1738,MenM60,12,EO3H8,4.77543E-06,0.000341911,0.9888573,0,0,,,,,,,,,,,,,,,,
1858,MenMF61,12,EO3H8,-0.00052748,0.00055835,0.344875533,0,0,,,,,,,,,,,,,,,,
1978,MenF61,12,EO3H8,0.000283713,0.000747095,0.704152018,0,0,,,,,,,,,,,,,,,,
2098,MenM61,12,EO3H8,-0.00151773,0.000815756,0.062901331,0,0,,,,,,,,,,,,,,,,
59,MenA,13,EO3H8,5.84546E-05,0.000240573,0.8080355,0,0,,,,,,,,,,,,,,,,
179,MenF,13,EO3H8,0.000230144,0.000329042,0.484329022,0,0,,,,,,,,,,,,,,,,
299,MenM,13,EO3H8,-9.67544E-05,0.000323628,0.7649836,0,0,,,,,,,,,,,,,,,,
419,MenAW,13,EO3H8,7.50109E-05,0.000191423,0.6951872,0,0,,,,,,,,,,,,,,,,
539,MenFW,13,EO3H8,0.000238215,0.000261612,0.362590939,0,0,,,,,,,,,,,,,,,,
659,MenMW,13,EO3H8,-7.11359E-05,0.000266578,0.7896023,0,0,,,,,,,,,,,,,,,,
779,MenAC,13,EO3H8,9.92738E-05,0.000352393,0.7781813,0,0,,,,,,,,,,,,,,,,
899,MenFC,13,EO3H8,0.000372827,0.000479381,0.436786362,0,0,,,,,,,,,,,,,,,,
1019,MenMC,13,EO3H8,-0.000158556,0.000462232,0.731603019,0,0,,,,,,,,,,,,,,,,
1139,MenMF10,13,EO3H8,0.000136993,0.002812606,0.961155841,0,0,,,,,,,,,,,,,,,,
1259,MenF10,13,EO3H8,-0.00133642,0.003708958,0.718629388,0,0,,,,,,,,,,,,,,,,
1379,MenM10,13,EO3H8,0.000837855,0.00327875,0.798321382,0,0,,,,,,,,,,,,,,,,
1499,MenMF60,13,EO3H8,0.000196859,0.000260094,0.44917906,0,0,,,,,,,,,,,,,,,,
1619,MenF60,13,EO3H8,0.000395964,0.000362368,0.274599579,0,0,,,,,,,,,,,,,,,,
1739,MenM60,13,EO3H8,2.55229E-05,0.000343917,0.940845829,0,0,,,,,,,,,,,,,,,,
1859,MenMF61,13,EO3H8,-0.00075449,0.000561001,0.178750363,0,0,,,,,,,,,,,,,,,,
1979,MenF61,13,EO3H8,-0.000557437,0.000750465,0.457662401,0,0,,,,,,,,,,,,,,,,
2099,MenM61,13,EO3H8,-0.001003947,0.000820586,0.221246911,0,0,,,,,,,,,,,,,,,,
60,MenA,14,EO3H8,-0.000116508,0.000241562,0.629617019,0,0,,,,,,,,,,,,,,,,
180,MenF,14,EO3H8,9.93997E-05,0.000330895,0.7638935,0,0,,,,,,,,,,,,,,,,
300,MenM,14,EO3H8,-0.000312439,0.000324419,0.335580893,0,0,,,,,,,,,,,,,,,,
420,MenAW,14,EO3H8,5.52104E-05,0.000193302,0.7751894,0,0,,,,,,,,,,,,,,,,
540,MenFW,14,EO3H8,8.27197E-05,0.000264414,0.7544204,0,0,,,,,,,,,,,,,,,,
660,MenMW,14,EO3H8,2.9258E-05,0.000268427,0.9132106,0,0,,,,,,,,,,,,,,,,
780,MenAC,14,EO3H8,-0.000536044,0.000349698,0.125401888,0,0,,,,,,,,,,,,,,,,
900,MenFC,14,EO3H8,0.000417415,0.00047753,0.382121341,0,0,,,,,,,,,,,,,,,,
1020,MenMC,14,EO3H8,-0.001423397,0.000457224,0.001867074,-1,0,,,,,,,,,,,,,,,,
1140,MenMF10,14,EO3H8,-0.00718569,0.002867244,0.012254027,-1,0,,,,,,,,,,,,,,,,
1260,MenF10,14,EO3H8,-0.009579847,0.003721716,0.010095306,-1,0,,,,,,,,,,,,,,,,
1380,MenM10,14,EO3H8,-0.00568326,0.00337787,0.0925674,0,0,,,,,,,,,,,,,,,,
1500,MenMF60,14,EO3H8,-0.000118353,0.000261138,0.650420817,0,0,,,,,,,,,,,,,,,,
1620,MenF60,14,EO3H8,8.91347E-05,0.000364299,0.8067239,0,0,,,,,,,,,,,,,,,,
1740,MenM60,14,EO3H8,-0.000296585,0.000344799,0.389760151,0,0,,,,,,,,,,,,,,,,
1860,MenMF61,14,EO3H8,0.000140138,0.000563498,0.80361421,0,0,,,,,,,,,,,,,,,,
1980,MenF61,14,EO3H8,0.000388714,0.00075359,0.606017137,0,0,,,,,,,,,,,,,,,,
2100,MenM61,14,EO3H8,-0.000174928,0.000824066,0.8319061,0,0,,,,,,,,,,,,,,,,
1,MenA,0,EPM25,0.000617186,0.000381768,0.106048891,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
121,MenF,0,EPM25,0.000204284,0.000526503,0.698040526,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,MenM,0,EPM25,0.00099834,0.000515339,0.05280016,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
361,MenAW,0,EPM25,0.000837908,0.000396278,0.034552056,1,1,,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
481,MenFW,0,EPM25,0.000459484,0.000545524,0.39969227,0,0,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
601,MenMW,0,EPM25,0.001189431,0.000548737,0.030262015,1,1,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
721,MenAC,0,EPM25,0.000329398,0.00037182,0.375731335,0,0,,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0
841,MenFC,0,EPM25,-0.000108044,0.00051462,0.833720893,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,MenMC,0,EPM25,0.000735197,0.00048886,0.132702453,0,0,,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0
1081,MenMF10,0,EPM25,-0.004926833,0.004326478,0.25488468,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
1201,MenF10,0,EPM25,0.00365895,0.005584554,0.512390421,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
1321,MenM10,0,EPM25,-0.010099644,0.005120103,0.048630606,-1,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,MenMF60,0,EPM25,0.000680613,0.000412978,0.099435394,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1561,MenF60,0,EPM25,0.000515597,0.000578451,0.372811505,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1681,MenM60,0,EPM25,0.000827392,0.000548734,0.131696512,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,MenMF61,0,EPM25,0.000476976,0.000910385,0.600364024,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,MenF61,0,EPM25,-0.001498517,0.00122624,0.221778956,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,MenM61,0,EPM25,0.002909842,0.001324956,0.028148404,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MenA,1,EPM25,0.001394337,0.000380674,0.000253387,1,1,,,,,,,,,,,,,,,,
122,MenF,1,EPM25,0.000992756,0.000523647,0.05806741,0,0,,,,,,,,,,,,,,,,
242,MenM,1,EPM25,0.001766893,0.000515357,0.000614402,1,1,,,,,,,,,,,,,,,,
362,MenAW,1,EPM25,0.001838303,0.000391357,2.74456E-06,1,1,,,,,,,,,,,,,,,,
482,MenFW,1,EPM25,0.001718437,0.000538278,0.001423869,1,1,,,,,,,,,,,,,,,,
602,MenMW,1,EPM25,0.001952935,0.000545512,0.000348545,1,1,,,,,,,,,,,,,,,,
722,MenAC,1,EPM25,0.000902721,0.000374965,0.016117713,1,1,,,,,,,,,,,,,,,,
842,MenFC,1,EPM25,0.000290142,0.00051622,0.574119253,0,0,,,,,,,,,,,,,,,,
962,MenMC,1,EPM25,0.001471741,0.000493507,0.002882709,1,1,,,,,,,,,,,,,,,,
1082,MenMF10,1,EPM25,0.001632632,0.00424148,0.700321234,0,0,,,,,,,,,,,,,,,,
1202,MenF10,1,EPM25,0.010208676,0.005594077,0.068105369,0,0,,,,,,,,,,,,,,,,
1322,MenM10,1,EPM25,-0.003177687,0.004955346,0.521395447,0,0,,,,,,,,,,,,,,,,
1442,MenMF60,1,EPM25,0.001468124,0.00041239,0.000376033,1,1,,,,,,,,,,,,,,,,
1562,MenF60,1,EPM25,0.001345206,0.000575613,0.019498841,1,1,,,,,,,,,,,,,,,,
1682,MenM60,1,EPM25,0.001577626,0.000549409,0.004111419,1,1,,,,,,,,,,,,,,,,
1802,MenMF61,1,EPM25,0.000959105,0.000904693,0.289156685,0,0,,,,,,,,,,,,,,,,
1922,MenF61,1,EPM25,-0.001063414,0.001218798,0.382993684,0,0,,,,,,,,,,,,,,,,
2042,MenM61,1,EPM25,0.003443622,0.001317428,0.008992287,1,1,,,,,,,,,,,,,,,,
3,MenA,2,EPM25,0.000813625,0.000384332,0.03433613,1,1,,,,,,,,,,,,,,,,
123,MenF,2,EPM25,0.000775111,0.000526155,0.140803433,0,0,,,,,,,,,,,,,,,,
243,MenM,2,EPM25,0.000853221,0.000519226,0.10042576,0,0,,,,,,,,,,,,,,,,
363,MenAW,2,EPM25,0.001342563,0.000391308,0.000608847,1,1,,,,,,,,,,,,,,,,
483,MenFW,2,EPM25,0.001579711,0.000538164,0.003354509,1,1,,,,,,,,,,,,,,,,
603,MenMW,2,EPM25,0.001129308,0.000544629,0.038199987,1,1,,,,,,,,,,,,,,,,
723,MenAC,2,EPM25,0.000132596,0.000381378,0.728105476,0,0,,,,,,,,,,,,,,,,
843,MenFC,2,EPM25,-0.000231169,0.000520553,0.657011433,0,0,,,,,,,,,,,,,,,,
963,MenMC,2,EPM25,0.000471986,0.000500979,0.346196267,0,0,,,,,,,,,,,,,,,,
1083,MenMF10,2,EPM25,-0.006928943,0.004440686,0.118777596,0,0,,,,,,,,,,,,,,,,
1203,MenF10,2,EPM25,-0.007720743,0.005876147,0.188967065,0,0,,,,,,,,,,,,,,,,
1323,MenM10,2,EPM25,-0.006237128,0.005169902,0.227738052,0,0,,,,,,,,,,,,,,,,
1443,MenMF60,2,EPM25,0.000997392,0.00041534,0.016388173,1,1,,,,,,,,,,,,,,,,
1563,MenF60,2,EPM25,0.001095357,0.000577211,0.057826435,0,0,,,,,,,,,,,,,,,,
1683,MenM60,2,EPM25,0.000913215,0.000552829,0.098651347,0,0,,,,,,,,,,,,,,,,
1803,MenMF61,2,EPM25,9.18346E-06,0.000910084,0.9919495,0,0,,,,,,,,,,,,,,,,
1923,MenF61,2,EPM25,-0.00067292,0.001223557,0.582377299,0,0,,,,,,,,,,,,,,,,
2043,MenM61,2,EPM25,0.000842874,0.001325371,0.524851162,0,0,,,,,,,,,,,,,,,,
4,MenA,3,EPM25,0.000877009,0.000383905,0.02240871,1,1,,,,,,,,,,,,,,,,
124,MenF,3,EPM25,0.000956193,0.000525515,0.068920395,0,0,,,,,,,,,,,,,,,,
244,MenM,3,EPM25,0.000808261,0.000517773,0.118611654,0,0,,,,,,,,,,,,,,,,
364,MenAW,3,EPM25,0.001175579,0.00039234,0.002752892,1,1,,,,,,,,,,,,,,,,
484,MenFW,3,EPM25,0.001602602,0.000539992,0.003020732,1,1,,,,,,,,,,,,,,,,
604,MenMW,3,EPM25,0.000796013,0.000544075,0.143546711,0,0,,,,,,,,,,,,,,,,
724,MenAC,3,EPM25,0.000438858,0.000379203,0.247226544,0,0,,,,,,,,,,,,,,,,
844,MenFC,3,EPM25,0.000402489,0.000518495,0.437649649,0,0,,,,,,,,,,,,,,,,
964,MenMC,3,EPM25,0.000478484,0.000495774,0.33455307,0,0,,,,,,,,,,,,,,,,
1084,MenMF10,3,EPM25,-0.002121369,0.004312947,0.622850609,0,0,,,,,,,,,,,,,,,,
1204,MenF10,3,EPM25,-0.003591113,0.005736945,0.531382852,0,0,,,,,,,,,,,,,,,,
1324,MenM10,3,EPM25,-0.001239257,0.005000471,0.804282946,0,0,,,,,,,,,,,,,,,,
1444,MenMF60,3,EPM25,0.001136646,0.000414167,0.006094707,1,1,,,,,,,,,,,,,,,,
1564,MenF60,3,EPM25,0.001406273,0.000575918,0.01466674,1,1,,,,,,,,,,,,,,,,
1684,MenM60,3,EPM25,0.000902389,0.000550469,0.101244622,0,0,,,,,,,,,,,,,,,,
1804,MenMF61,3,EPM25,-0.000583054,0.000910474,0.521967217,0,0,,,,,,,,,,,,,,,,
1924,MenF61,3,EPM25,-0.001246332,0.00122542,0.309197091,0,0,,,,,,,,,,,,,,,,
2044,MenM61,3,EPM25,0.000223104,0.001322872,0.866081556,0,0,,,,,,,,,,,,,,,,
5,MenA,4,EPM25,0.000676428,0.000384551,0.078668972,0,0,,,,,,,,,,,,,,,,
125,MenF,4,EPM25,0.000354597,0.000526672,0.500817249,0,0,,,,,,,,,,,,,,,,
245,MenM,4,EPM25,0.000970713,0.000517526,0.060787775,0,0,,,,,,,,,,,,,,,,
365,MenAW,4,EPM25,0.001164549,0.000392539,0.003031706,1,1,,,,,,,,,,,,,,,,
485,MenFW,4,EPM25,0.001307222,0.000538304,0.015218409,1,1,,,,,,,,,,,,,,,,
605,MenMW,4,EPM25,0.001030752,0.000545063,0.058702642,0,0,,,,,,,,,,,,,,,,
725,MenAC,4,EPM25,0.000136301,0.000378588,0.718852435,0,0,,,,,,,,,,,,,,,,
845,MenFC,4,EPM25,-0.000517578,0.000518807,0.318531154,0,0,,,,,,,,,,,,,,,,
965,MenMC,4,EPM25,0.00074324,0.000493997,0.132537151,0,0,,,,,,,,,,,,,,,,
1085,MenMF10,4,EPM25,-0.001757052,0.004336553,0.685377102,0,0,,,,,,,,,,,,,,,,
1205,MenF10,4,EPM25,-0.005720165,0.005714108,0.316871298,0,0,,,,,,,,,,,,,,,,
1325,MenM10,4,EPM25,0.000587516,0.005066072,0.907682811,0,0,,,,,,,,,,,,,,,,
1445,MenMF60,4,EPM25,0.000846093,0.000414824,0.041465343,1,1,,,,,,,,,,,,,,,,
1565,MenF60,4,EPM25,0.000698487,0.000577612,0.226646472,0,0,,,,,,,,,,,,,,,,
1685,MenM60,4,EPM25,0.000976949,0.000549783,0.075665384,0,0,,,,,,,,,,,,,,,,
1805,MenMF61,4,EPM25,-0.000268144,0.000911348,0.76860221,0,0,,,,,,,,,,,,,,,,
1925,MenF61,4,EPM25,-0.001262973,0.001226259,0.303113773,0,0,,,,,,,,,,,,,,,,
2045,MenM61,4,EPM25,0.000927943,0.001325365,0.483888283,0,0,,,,,,,,,,,,,,,,
6,MenA,5,EPM25,0.000415261,0.000384126,0.279752925,0,0,,,,,,,,,,,,,,,,
126,MenF,5,EPM25,0.000674076,0.000524346,0.198688515,0,0,,,,,,,,,,,,,,,,
246,MenM,5,EPM25,0.000175876,0.000517823,0.734146389,0,0,,,,,,,,,,,,,,,,
366,MenAW,5,EPM25,0.000618393,0.000391028,0.1138702,0,0,,,,,,,,,,,,,,,,
486,MenFW,5,EPM25,0.001366479,0.000534646,0.01063724,1,1,,,,,,,,,,,,,,,,
606,MenMW,5,EPM25,-6.75036E-05,0.000544619,0.9013652,0,0,,,,,,,,,,,,,,,,
726,MenAC,5,EPM25,0.000114133,0.000377348,0.762320548,0,0,,,,,,,,,,,,,,,,
846,MenFC,5,EPM25,-2.4583E-06,0.000515895,0.9961983,0,0,,,,,,,,,,,,,,,,
966,MenMC,5,EPM25,0.000223673,0.000493329,0.650294813,0,0,,,,,,,,,,,,,,,,
1086,MenMF10,5,EPM25,0.001785883,0.004277424,0.676329939,0,0,,,,,,,,,,,,,,,,
1206,MenF10,5,EPM25,0.00665809,0.005650989,0.238795328,0,0,,,,,,,,,,,,,,,,
1326,MenM10,5,EPM25,-0.00108176,0.004980444,0.828064776,0,0,,,,,,,,,,,,,,,,
1446,MenMF60,5,EPM25,0.00033955,0.00041407,0.41225818,0,0,,,,,,,,,,,,,,,,
1566,MenF60,5,EPM25,0.000751396,0.000574405,0.190920527,0,0,,,,,,,,,,,,,,,,
1686,MenM60,5,EPM25,-2.28825E-05,0.000549681,0.9667972,0,0,,,,,,,,,,,,,,,,
1806,MenMF61,5,EPM25,0.000832521,0.000913978,0.362427182,0,0,,,,,,,,,,,,,,,,
1926,MenF61,5,EPM25,0.000128912,0.001226321,0.916286291,0,0,,,,,,,,,,,,,,,,
2046,MenM61,5,EPM25,0.001681869,0.001330349,0.20623659,0,0,,,,,,,,,,,,,,,,
7,MenA,6,EPM25,0.000306728,0.000383107,0.423401718,0,0,,,,,,,,,,,,,,,,
127,MenF,6,EPM25,0.00062832,0.000522162,0.228945179,0,0,,,,,,,,,,,,,,,,
247,MenM,6,EPM25,1.00142E-05,0.000516858,0.984543003,0,0,,,,,,,,,,,,,,,,
367,MenAW,6,EPM25,0.000957387,0.000390556,0.014284062,1,1,,,,,,,,,,,,,,,,
487,MenFW,6,EPM25,0.001564058,0.000532936,0.003360742,1,1,,,,,,,,,,,,,,,,
607,MenMW,6,EPM25,0.000402798,0.00054502,0.459927999,0,0,,,,,,,,,,,,,,,,
727,MenAC,6,EPM25,-0.00040686,0.000375229,0.278311592,0,0,,,,,,,,,,,,,,,,
847,MenFC,6,EPM25,-0.000320127,0.000511599,0.531529873,0,0,,,,,,,,,,,,,,,,
967,MenMC,6,EPM25,-0.000491589,0.000491266,0.317066249,0,0,,,,,,,,,,,,,,,,
1087,MenMF10,6,EPM25,0.003444641,0.004174519,0.409341259,0,0,,,,,,,,,,,,,,,,
1207,MenF10,6,EPM25,-0.001845791,0.005560088,0.739931855,0,0,,,,,,,,,,,,,,,,
1327,MenM10,6,EPM25,0.006160104,0.004841339,0.203322044,0,0,,,,,,,,,,,,,,,,
1447,MenMF60,6,EPM25,0.000355263,0.000413283,0.390065294,0,0,,,,,,,,,,,,,,,,
1567,MenF60,6,EPM25,0.000730377,0.000573256,0.202723262,0,0,,,,,,,,,,,,,,,,
1687,MenM60,6,EPM25,2.5919E-05,0.000548439,0.9623092,0,0,,,,,,,,,,,,,,,,
1807,MenMF61,6,EPM25,-0.000121451,0.000908174,0.893623444,0,0,,,,,,,,,,,,,,,,
1927,MenF61,6,EPM25,0.000172073,0.001211118,0.887026939,0,0,,,,,,,,,,,,,,,,
2047,MenM61,6,EPM25,-0.000506168,0.001331446,0.703848243,0,0,,,,,,,,,,,,,,,,
8,MenA,7,EPM25,0.000506476,0.000383182,0.18633822,0,0,,,,,,,,,,,,,,,,
128,MenF,7,EPM25,0.000481187,0.000522937,0.35755453,0,0,,,,,,,,,,,,,,,,
248,MenM,7,EPM25,0.000530902,0.000515984,0.303596217,0,0,,,,,,,,,,,,,,,,
368,MenAW,7,EPM25,0.00092067,0.000392981,0.01919952,1,1,,,,,,,,,,,,,,,,
488,MenFW,7,EPM25,0.000261368,0.000537455,0.626782477,0,0,,,,,,,,,,,,,,,,
608,MenMW,7,EPM25,0.001524219,0.000545697,0.005249766,1,1,,,,,,,,,,,,,,,,
728,MenAC,7,EPM25,6.84644E-05,0.000374109,0.8548042,0,0,,,,,,,,,,,,,,,,
848,MenFC,7,EPM25,0.000561648,0.000510997,0.271795675,0,0,,,,,,,,,,,,,,,,
968,MenMC,7,EPM25,-0.000384307,0.000488444,0.431456558,0,0,,,,,,,,,,,,,,,,
1088,MenMF10,7,EPM25,-0.000777687,0.004180999,0.852452362,0,0,,,,,,,,,,,,,,,,
1208,MenF10,7,EPM25,-0.003886965,0.005483411,0.478462141,0,0,,,,,,,,,,,,,,,,
1328,MenM10,7,EPM25,0.000813081,0.004893545,0.868046188,0,0,,,,,,,,,,,,,,,,
1448,MenMF60,7,EPM25,0.000722236,0.00041366,0.080910574,0,0,,,,,,,,,,,,,,,,
1568,MenF60,7,EPM25,0.000983925,0.000573636,0.086394704,0,0,,,,,,,,,,,,,,,,
1688,MenM60,7,EPM25,0.000493821,0.000548302,0.367847441,0,0,,,,,,,,,,,,,,,,
1808,MenMF61,7,EPM25,-0.000757095,0.000907096,0.403983326,0,0,,,,,,,,,,,,,,,,
1928,MenF61,7,EPM25,-0.001985608,0.001214559,0.102178438,0,0,,,,,,,,,,,,,,,,
2048,MenM61,7,EPM25,0.000761183,0.001324954,0.565670444,0,0,,,,,,,,,,,,,,,,
9,MenA,8,EPM25,-2.61084E-05,0.000383888,0.9457815,0,0,,,,,,,,,,,,,,,,
129,MenF,8,EPM25,0.000151983,0.000522919,0.771342099,0,0,,,,,,,,,,,,,,,,
249,MenM,8,EPM25,-0.000190802,0.000518445,0.712876133,0,0,,,,,,,,,,,,,,,,
369,MenAW,8,EPM25,0.000757843,0.000392716,0.053723912,0,0,,,,,,,,,,,,,,,,
489,MenFW,8,EPM25,7.01424E-05,0.000538024,0.8962813,0,0,,,,,,,,,,,,,,,,
609,MenMW,8,EPM25,0.001386491,0.000546191,0.011179399,1,1,,,,,,,,,,,,,,,,
729,MenAC,8,EPM25,-0.00073509,0.000374756,0.049902921,-1,0,,,,,,,,,,,,,,,,
849,MenFC,8,EPM25,0.000164504,0.000510353,0.747220208,0,0,,,,,,,,,,,,,,,,
969,MenMC,8,EPM25,-0.001573643,0.000490859,0.001359323,-1,0,,,,,,,,,,,,,,,,
1089,MenMF10,8,EPM25,-0.005712191,0.004300916,0.184226045,0,0,,,,,,,,,,,,,,,,
1209,MenF10,8,EPM25,-0.0051049,0.005705661,0.371008751,0,0,,,,,,,,,,,,,,,,
1329,MenM10,8,EPM25,-0.005911577,0.004989171,0.236149813,0,0,,,,,,,,,,,,,,,,
1449,MenMF60,8,EPM25,9.24947E-06,0.000414715,0.9822074,0,0,,,,,,,,,,,,,,,,
1569,MenF60,8,EPM25,0.0003909,0.00057429,0.49613082,0,0,,,,,,,,,,,,,,,,
1689,MenM60,8,EPM25,-0.00032889,0.000551038,0.550644767,0,0,,,,,,,,,,,,,,,,
1809,MenMF61,8,EPM25,-2.17802E-05,0.000903511,0.9807694,0,0,,,,,,,,,,,,,,,,
1929,MenF61,8,EPM25,-0.000951104,0.001209601,0.431750623,0,0,,,,,,,,,,,,,,,,
2049,MenM61,8,EPM25,0.001152327,0.001319203,0.382453168,0,0,,,,,,,,,,,,,,,,
10,MenA,9,EPM25,-0.00019772,0.000384712,0.607325748,0,0,,,,,,,,,,,,,,,,
